"","accession","genus","species","seqlength","latitude","longitude","genetype","dnasource","taxa","vertebrate"
"6660","JN801519","Basileuterus","leucoblepharus","725",-27.679,-49.007,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6661","JN801514","Basileuterus","culicivorus","732",-31.367,-52.383,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6662","JN801692","Granatellus","pelzelni","603",-9.18,-60.63,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6663","JN801681","Geothlypis","aequinoctialis","791",-23.44,-64.42,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6664","JQ174151","Basileuterus","bivittatus","652",5.267,-60.733,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6665","JQ174154","Basileuterus","flaveolus","652",2.817,-59.817,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6666","JQ174156","Basileuterus","flaveolus","641",2.817,-59.817,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6667","JQ175438","Myioborus","brunniceps","652",5.267,-60.733,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6668","FJ899536","Phaeothlypis","fulvicauda","1071",-10.76,-64.75,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6669","FJ899537","Phaeothlypis","fulvicauda","1071",-4.280833,-77.237778,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6670","JQ943337","Spinus","barbatus","694",-41.78,-71.56,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6671","JQ943338","Spinus","barbatus","694",-41.78,-71.56,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6672","JQ943336","Spinus","barbatus","459",-41.157,-70.413,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6673","DQ433437","Haemorhous","cassinii","673",8.1,-79,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6674","FJ027299","Spinus","atratus","694",-23.267,-65.75,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6675","FJ027300","Spinus","atratus","694",-23.267,-65.75,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6676","FJ027301","Spinus","atratus","694",-23.15,-65.883,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6677","FJ027302","Spinus","atratus","694",-26.113,-67.424,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6678","FJ027303","Spinus","barbatus","694",-41.15,-70.408,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6679","FJ027304","Spinus","barbatus","694",-41.15,-70.408,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6680","FJ027305","Spinus","crassirostris","694",-23.267,-65.75,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6681","FJ027306","Spinus","crassirostris","694",-23.267,-65.75,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6682","FJ027307","Spinus","crassirostris","694",-23.267,-65.75,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6683","FJ027308","Spinus","magellanicus","694",-27.702,-67.953,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6684","FJ027309","Spinus","magellanicus","694",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6685","FJ027310","Spinus","magellanicus","694",-27.58,-58.66,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6686","FJ027311","Spinus","magellanicus","678",-33.8,-59.6,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6687","HM905972","Spinus","barbatus","647",-41.157,-70.413,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6688","HM905973","Spinus","barbatus","509",-41.157,-70.413,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6689","HM905974","Spinus","barbatus","597",-41.157,-70.413,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6690","HM905975","Spinus","barbatus","546",-41.157,-70.413,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6691","HM905976","Spinus","barbatus","601",-41.79,-71.563,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6692","HM905977","Spinus","barbatus","632",-41.79,-71.563,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6693","HM905978","Spinus","barbatus","687",-41.79,-71.563,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6694","HM905979","Spinus","barbatus","685",-41.79,-71.563,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6695","HM905980","Spinus","barbatus","579",-41.79,-71.563,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6696","HM905981","Spinus","barbatus","685",-40.732,-66.622,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6697","HM905982","Spinus","barbatus","688",-40.732,-66.622,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6698","JQ174171","Berlepschia","rikeri","606",1.65,-58.617,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6699","JQ174172","Berlepschia","rikeri","649",6.8,-58.483,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6700","JQ176333","Synallaxis","spixi","652",-31.309,-56.038,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6701","JQ176334","Synallaxis","spixi","652",-33.196,-53.669,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6702","JQ174654","Dendrocolaptes","picumnus","648",5.933,-58.233,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6703","JQ174655","Dendrocolaptes","picumnus","652",5.933,-58.233,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6704","JQ174375","Certhiaxis","cinnamomeus","652",6.733,-58.217,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6705","JQ174657","Dendrocolaptes","picumnus","652",-3.65,-52.367,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6706","JQ175781","Philydor","pyrrhodes","652",5.2,-57.283,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6707","JQ175779","Philydor","pyrrhodes","643",8.25,-59.733,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6708","JQ175780","Philydor","pyrrhodes","652",8.25,-59.733,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6709","JQ176204","Sclerurus","rufigularis","652",4.965,-59.914,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6710","JQ176660","Xiphorhynchus","pardalotus","652",7.367,-60.483,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6711","JQ174126","Automolus","infuscatus","652",4.933,-59.883,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6712","JQ176659","Xiphorhynchus","pardalotus","652",2.971,-58.594,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6713","JQ176661","Xiphorhynchus","pardalotus","652",2.971,-58.594,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6714","JQ174127","Automolus","infuscatus","652",-3.65,-52.367,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6715","JQ174549","Coryphistera","alaudina","652",-30.497,-57.735,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6716","JQ175744","Phacellodomus","striaticollis","652",-33.939,-58.289,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6717","JQ174132","Automolus","roraimae","652",5.267,-60.733,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6718","JQ174131","Automolus","roraimae","652",5.283,-60.75,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6719","JQ174129","Automolus","roraimae","652",5.267,-60.733,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6720","JQ174562","Cranioleuca","demissa","652",5.267,-60.733,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6721","JQ174563","Cranioleuca","demissa","652",5.267,-60.733,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6722","JQ174564","Cranioleuca","demissa","652",5.267,-60.733,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6723","FJ027194","Asthenes","pyrrholeuca","694",-39.45,-62.7,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6724","FJ027195","Asthenes","pyrrholeuca","694",-41.79,-71.563,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6725","FJ027196","Asthenes","pyrrholeuca","694",-41.953,-71.398,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6726","FJ027200","Asthenes","steinbachi","694",-27.743,-67.553,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6727","FJ027213","Automolus","leucophthalmus","694",-25.679,-54.449,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6728","FJ027214","Automolus","leucophthalmus","694",-25.679,-54.449,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6729","FJ027215","Automolus","leucophthalmus","694",-25.679,-54.449,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6730","FJ027216","Automolus","leucophthalmus","694",-25.679,-54.449,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6731","FJ027176","Asthenes","baeri","694",-40.58,-62.68,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6732","FJ027177","Asthenes","baeri","694",-40.58,-62.68,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6733","FJ027178","Asthenes","baeri","694",-40.827,-65.11,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6734","FJ027179","Asthenes","baeri","694",-40.827,-65.11,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6735","FJ027180","Asthenes","baeri","694",-40.58,-62.68,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6736","FJ027330","Certhiaxis","cinnamomeus","694",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6737","FJ027181","Asthenes","dorbignyi","694",-23.2667,-65.75,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6738","FJ027331","Certhiaxis","cinnamomeus","694",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6739","FJ027182","Asthenes","dorbignyi","694",-23.9,-65.4667,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6740","FJ027332","Certhiaxis","cinnamomeus","693",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6741","FJ027133","Anumbius","annumbi","694",-27.58,-58.66,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6742","FJ027183","Asthenes","dorbignyi","694",-23.9,-65.4667,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6743","FJ027333","Certhiaxis","cinnamomeus","694",-33.8,-59.6,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6744","FJ027134","Anumbius","annumbi","694",-27.58,-58.66,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6745","FJ027184","Asthenes","modesta","694",-27.624,-68.224,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6746","FJ027334","Certhiaxis","cinnamomeus","682",-33.8,-59.6,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6747","FJ027185","Asthenes","modesta","694",-23.15,-65.8833,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6748","FJ027135","Anumbius","annumbi","694",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6749","FJ027335","Certhiaxis","cinnamomeus","679",-33.8,-59.6,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6750","FJ027186","Asthenes","modesta","694",-23.15,-65.8833,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6751","FJ027136","Anumbius","annumbi","690",-33.89,-59.35,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6752","FJ027137","Aphrastura","spinicauda","694",-41.7858,-71.5685,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6753","FJ027187","Asthenes","modesta","694",-23.15,-65.8833,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6754","FJ027138","Aphrastura","spinicauda","694",-41.79,-71.563,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6755","FJ027139","Aphrastura","spinicauda","637",-41.79,-71.563,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6756","FJ027291","Campylorhamphus","trochilirostris","664",-25.122,-58.334,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6757","FJ027191","Asthenes","pyrrholeuca","694",-41.1542,-70.4075,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6758","FJ027292","Campylorhamphus","trochilirostris","689",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6759","FJ027192","Asthenes","pyrrholeuca","694",-41.1542,-70.4075,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6760","FJ027293","Campylorhamphus","trochilirostris","674",-25.1,-58.2,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6761","FJ027193","Asthenes","pyrrholeuca","694",-41.1542,-70.4075,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6762","FJ027378","Cinclodes","atacamensis","676",-25.921,-67.364,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6763","FJ027379","Cinclodes","atacamensis","694",-27.624,-68.215,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6764","FJ027380","Cinclodes","atacamensis","694",-27.79,-68.074,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6765","FJ027381","Cinclodes","fuscus","694",-23.9,-65.4667,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6766","FJ027382","Cinclodes","fuscus","694",-23.91,-65.48,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6767","FJ027383","Cinclodes","fuscus","694",-23.2667,-65.75,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6768","FJ027384","Cinclodes","fuscus","694",-41.79,-71.563,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6769","FJ027385","Cinclodes","fuscus","694",-41.79,-71.563,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6770","FJ027386","Cinclodes","fuscus","694",-33.8,-59.6,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6771","FJ027437","Coryphistera","alaudina","694",-27.918,-59.14,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6772","FJ027438","Coryphistera","alaudina","694",-27.918,-59.14,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6773","FJ027388","Cinclodes","fuscus","694",-33.8,-59.6,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6774","FJ027389","Cinclodes","patagonicus","694",-41.953,-71.398,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6775","FJ027439","Coryphistera","alaudina","694",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6776","FJ027390","Cinclodes","patagonicus","694",-41.953,-71.398,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6777","FJ027490","Dendrocincla","turdina","694",-25.679,-54.449,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6778","FJ027491","Dendrocincla","turdina","694",-25.679,-54.449,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6779","FJ027492","Dendrocincla","turdina","694",-25.679,-54.449,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6780","FJ027493","Dendrocolaptes","platyrostris","676",-25.122,-58.334,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6781","FJ027494","Dendrocolaptes","platyrostris","674",-25.1,-58.18,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6782","FJ027453","Cranioleuca","pyrrhophia","694",-39.45,-62.7,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6783","FJ027454","Cranioleuca","pyrrhophia","694",-40.58,-62.68,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6784","FJ027455","Cranioleuca","pyrrhophia","691",-39.45,-62.7,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6785","FJ027456","Cranioleuca","pyrrhophia","694",-24.0167,-64.25,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6786","FJ027556","Eremobius","phoenicurus","694",-41.1542,-70.4075,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6787","FJ027457","Cranioleuca","pyrrhophia","694",-24.0167,-64.25,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6788","FJ027557","Eremobius","phoenicurus","694",-41.1542,-70.4075,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6789","FJ027458","Cranioleuca","pyrrhophia","667",-40.827,-65.11,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6790","FJ027558","Eremobius","phoenicurus","694",-41.1542,-70.4075,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6791","FJ027559","Eremobius","phoenicurus","694",-41.112,-70.377,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6792","FJ027595","Furnarius","rufus","694",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6793","FJ027596","Furnarius","rufus","694",-23.9,-65.4667,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6794","FJ027597","Furnarius","rufus","694",-40.58,-62.68,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6795","FJ027598","Furnarius","rufus","694",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6796","FJ027599","Furnarius","rufus","694",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6797","FJ027600","Furnarius","rufus","694",-40.827,-65.11,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6798","FJ027601","Furnarius","rufus","678",-25.122,-58.334,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6799","FJ027602","Furnarius","rufus","678",-25.122,-58.334,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6800","FJ027603","Furnarius","rufus","694",-34.6043,-58.4362,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6801","FJ027604","Furnarius","rufus","694",-33.8,-59.6,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6802","FJ027713","Lepidocolaptes","angustirostris","694",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6803","FJ027714","Lepidocolaptes","angustirostris","694",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6804","FJ027715","Lepidocolaptes","angustirostris","684",-25.122,-58.334,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6805","FJ027716","Lepidocolaptes","angustirostris","678",-33.73,-59.26,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6806","FJ027717","Lepidocolaptes","angustirostris","694",-33.73,-59.26,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6807","FJ027718","Lepidocolaptes","angustirostris","694",-25.1,-58.2,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6808","FJ027719","Lepidocolaptes","angustirostris","694",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6809","FJ027720","Lepidocolaptes","falcinellus","694",-25.85,-54.5,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6810","FJ027721","Leptasthenura","aegithaloides","694",-41.112,-70.377,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6811","FJ027722","Leptasthenura","aegithaloides","694",-23.8167,-65.4833,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6812","FJ027617","Geositta","punensis","694",-25.8278,-67.2839,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6813","FJ027723","Leptasthenura","aegithaloides","694",-23.2667,-65.75,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6814","FJ027724","Leptasthenura","aegithaloides","694",-41.1542,-70.4075,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6815","FJ027618","Geositta","punensis","694",-23.15,-65.8833,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6816","FJ027725","Leptasthenura","aegithaloides","694",-41.15,-70.408,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6817","FJ027619","Geositta","punensis","694",-23.9333,-65.2167,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6818","FJ027620","Geositta","punensis","694",-27.63,-68.25,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6819","FJ027621","Geositta","punensis","694",-26.113,-67.424,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6820","FJ027731","Leptasthenura","fuliginiceps","694",-23.9,-65.4667,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6821","FJ027732","Leptasthenura","fuliginiceps","694",-23.9,-65.4667,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6822","FJ027733","Leptasthenura","fuliginiceps","694",-23.9,-65.4667,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6823","FJ027734","Leptasthenura","platensis","694",-34.05,-67.95,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6824","FJ028015","Philydor","lichtensteini","694",-25.85,-53.98,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6825","FJ027917","Upucerthia","certhioides","694",-38.72,-62.93,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6826","FJ027918","Upucerthia","certhioides","694",-40.58,-62.68,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6827","FJ027919","Upucerthia","certhioides","694",-40.827,-65.11,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6828","FJ028019","Phleocryptes","melanops","694",-41.1542,-70.4075,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6829","FJ027920","Upucerthia","certhioides","639",-34.05,-67.95,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6830","FJ028020","Phleocryptes","melanops","694",-41.1542,-70.4075,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6831","FJ027921","Upucerthia","certhioides","694",-32.75,-59.93,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6832","FJ028021","Phleocryptes","melanops","694",-41.1542,-70.4075,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6833","FJ028022","Phleocryptes","melanops","656",-33.8,-59.6,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6834","FJ028023","Phleocryptes","melanops","694",-33.8,-59.6,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6835","FJ027986","Phacellodomus","maculipectus","694",-24.1167,-64.45,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6836","FJ027987","Phacellodomus","ruber","694",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6837","FJ027988","Phacellodomus","ruber","694",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"6838","FJ027989","Phacellodomus","ruber","694",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
