Name and Taxonomic classification,,,,,,Environment,,,,,,Impact - Status- Year & Country of first introduction in Europe,,,,,,,,Pathways of introduction in Europe,,,,,,,,,,,,,,,,,,,,,,
NAME,Kingdom,Phylum,Class,Order,Family,TER,FW,MAR,EST,PAR,NA,IMPACT,STATUS,YEAR OF INTRODUCTION,CATEGORY,COUNTRY,NOTES,CITATION,PARTLY NATIVE,RELEASE: Biocontrol,RELEASE: Game animals,RELEASE: Landscaping-Erosion control,"RELEASE: Pets, Terrarium-Aquarium species",RELEASE: Other,ESCAPE: Cultivation and Livestock,ESCAPE: Aquaculture,ESCAPE: Ornamental planting,ESCAPE: Use of live food-bait,"ESCAPE: Pets, Terrarium-Aquarium species","ESCAPE: Zoos, botanical gardens",CONTAMINANT: Trade of contaminated commodities,CONTAMINANT: Packaging materials,CONTAMINANT: Aquaculture,STOWAWAY: Shipping,STOWAWAY: Aviation,STOWAWAY: Land transport,CORRIDOR: Lessepsian migrants,CORRIDOR: Inland canals,CORRIDOR: Railroads and Highways,OTHER,UNKNOWN,COMMENTS
Encarsia azimi,Animalia,Arthropoda,Insecta,Hymenoptera,Aphelinidae,1,0,0,0,1,0,,A,1994,2,Spain (Canary Islands),,"Hernández-Suárez E, Carnero A, Aguiar A, Prinsloo G, LaSalle J, et al. (2003) Parasitoids of whiteflies (Hymenoptera: Aphelinidae, Eulophidae, Platygastridae; Hemiptera: Aleyrodidae) from the Macaronesian archipelagos of the Canary Islands, Madeira and the Azores. Systematics and Biodiversity 1: 55-108.",,p,,,,,,,,,,,,,,,,,,,,,,
Encarsia berlesei,Animalia,Arthropoda,Insecta,Hymenoptera,Aphelinidae,1,0,0,0,1,0,,A,1906,2,Italy,,Berlese (1910) Redia 6: 299-345.,,s,,,,,,,,,,,,,,,,,,,,,p,
Encarsia citrina,Animalia,Arthropoda,Insecta,Hymenoptera,Aphelinidae,1,0,0,0,1,0,,A,1915,1,Netherlands,,Smits van Burgst (1915) Tijdsch. v. Entomol. 58: 292-295,,s,,,,,,,,,,,p,,,,,,,,,,,
Encarsia davidi,Animalia,Arthropoda,Insecta,Hymenoptera,Aphelinidae,1,0,0,0,0,0,,A,1997,3,Spain (Canary Islands),,"Hernández-Suárez E, Carnero A, Aguiar A, Prinsloo G, LaSalle J, et al. (2003) Parasitoids of whiteflies (Hymenoptera: Aphelinidae, Eulophidae, Platygastridae; Hemiptera: Aleyrodidae) from the Macaronesian archipelagos of the Canary Islands, Madeira and the Azores. Systematics and Biodiversity 1: 55-108.",,,,,,,,,,,,,,,,,,,,,,,p,
Encarsia diaspidicola,Animalia,Arthropoda,Insecta,Hymenoptera,Aphelinidae,1,0,0,0,1,0,,A,1962,1,Italy,,Ferro (1963) Notiz. Malatt. Piante 65 (n.s. 44): 41-46,,p,,,,,,,,,,,,,,,,,,,,,,
Encarsia fasciata,Animalia,Arthropoda,Insecta,Hymenoptera,Aphelinidae,1,0,0,0,1,0,,A,1917,2,Italy,,Malenotti (1917) Redia 12: 195.,,s,,,,,,,,,,,,,,,,,,,,,p,
Encarsia formosa,Animalia,Arthropoda,Insecta,Hymenoptera,Aphelinidae,1,0,0,0,1,0,,A,1964,1,Bulgaria,,Balevski (1964) Rastit. Zascht. 12: 6-8.,,s,,,,,,,,,,,,,,,,,,,,,p,
Encarsia guadeloupae,Animalia,Arthropoda,Insecta,Hymenoptera,Aphelinidae,1,0,0,0,1,0,,A,2000,1,Spain (Canary Islands),,Nijhof et al. (2000) Proc. Section Exp. & Appl. Entom. Netherl. Entomol. Soc. 11: 41-47.,,p,,,,,,,,,,,,,,,,,,,,,,
Encarsia herndoni,Animalia,Arthropoda,Insecta,Hymenoptera,Aphelinidae,1,0,0,0,1,0,,A,1987,1,France,,"Benassy and Brun P (1989) Mededel. Facult. Landbouw., Rijksuniv. Gent 54: 861-865.",,p,,,,,,,,,,,,,,,,,,,,,,
Encarsia hispida,Animalia,Arthropoda,Insecta,Hymenoptera,Aphelinidae,1,0,0,0,1,0,,A,1992,2,Italy,,Rasplus et al. (2010) BioRisk 4: 669–776,,p,,,,,,,,,,,,,,,,,,,,,,
Encarsia inquirenda,Animalia,Arthropoda,Insecta,Hymenoptera,Aphelinidae,1,0,0,0,1,0,,A,1979,2,Spain,,Viggiani G. (1987) Boll. Lab. Entomol. Agrar. Filippo Silvestri 44: 121-179,,p,,,,,,,,,,,,,,,,,,,,,,
Encarsia lahorensis,Animalia,Arthropoda,Insecta,Hymenoptera,Aphelinidae,1,0,0,0,1,0,,A,1973,1,Italy,,Viggiani G. & Mazzone (1977) Boll. Lab. Entomol. Agr. Filippo Silvestri 34: 217-222.,,p,,,,,,,,,,,,,,,,,,,,,,
Encarsia lounsburyi,Animalia,Arthropoda,Insecta,Hymenoptera,Aphelinidae,1,0,0,0,1,0,,A,1922,2,Italy,,Viggiani G. (1987) Boll. Lab. Entomol. Agrar. Filippo Silvestri 44: 121-179,,p,,,,,,,,,,,,,,,,,,,,,,
Encarsia meritoria,Animalia,Arthropoda,Insecta,Hymenoptera,Aphelinidae,1,0,0,0,1,0,,A,1990,2,Italy,,Viggiani G. (1987) Boll. Lab. Entomol. Agrar. Filippo Silvestri 44: 121-179,,p,,,,,,,,,,,,,,,,,,,,,,
Encarsia pergandiella,Animalia,Arthropoda,Insecta,Hymenoptera,Aphelinidae,1,0,0,0,1,0,,A,1978,2,Italy,,Viggiani G. (1987) Boll. Lab. Entomol. Agrar. Filippo Silvestri 44: 121-179,,p,,,,,,,,,,,,,,,,,,,,,,
Encarsia perniciosi,Animalia,Arthropoda,Insecta,Hymenoptera,Aphelinidae,1,0,0,0,1,0,,A,1946,2,Italy,,Rasplus et al. (2010) BioRisk 4: 669–776,,p,,,,,,,,,,,,,,,,,,,,,,
Encarsia porteri,Animalia,Arthropoda,Insecta,Hymenoptera,Aphelinidae,1,0,0,0,1,0,,A,1993,2,Italy,,Rasplus et al. (2010) BioRisk 4: 669–776,,p,,,,,,,,,,,,,,,,,,,,,,
Encarsia protransvena,Animalia,Arthropoda,Insecta,Hymenoptera,Aphelinidae,1,0,0,0,1,0,,A,1998,2,Spain,,Rasplus et al. (2010) BioRisk 4: 669–776,,p,,,,,,,,,,,,,,,,,,,,,,
Encarsia sophia,Animalia,Arthropoda,Insecta,Hymenoptera,Aphelinidae,1,0,0,0,1,0,,A,1992,2,Italy,,Rasplus et al. (2010) BioRisk 4: 669–776,,,,,,,,,,,,,,,,,,,,,,,p,
Encyrtus fuscus,Animalia,Arthropoda,Insecta,Hymenoptera,Encyrtidae,1,0,0,0,1,0,,A,1901,3,Italy,,Rasplus et al. (2010) BioRisk 4: 669–776,,,,,,,,,,,,,,,,,,,,,,,p,
Encyrtus infelix,Animalia,Arthropoda,Insecta,Hymenoptera,Encyrtidae,1,0,0,0,1,0,,A,1901,2,UK,,Embleton (1902) Trans. Royal Entomol. Soc. London 35: 223.,,s,,,,,,,,,,,,,,,,,,,,,p,
Enderleinella obsoleta,Animalia,Arthropoda,Insecta,Psocoptera,Caeciliidae,1,0,0,0,0,0,,A,1836,3,UK,,Lienhard C (1998) Psocoptères euro-méditerranéens Faune de France 83. Paris : Fédération Française des Sociétés de Sciences Naturelles. 517 pp.,1,,,,,,,,,,,,,,,,,,,,,,p,
Enderleinellus longiceps,Animalia,Arthropoda,Insecta,Phthiraptera,Enderleinellidae,1,0,0,0,1,0,,A,1979,2,UK,,Britt & Molyneux (1979) The Journal of Parasitology 65: 408 ,,,,,,,,,,,,,,,,,,,,,,p,,
Enderleinellus tamiasis,Animalia,Arthropoda,Insecta,Phthiraptera,Enderleinellidae,1,0,0,0,1,0,,A,1916,2,Germany,,"Durden L.A. & Musser G.G. (1994) The sucking lice (Insecta, Anoplura) of the world: a taxonomic checklist with records of mammalian hosts and geographical distributions. Bulletin of the American Museum of Natural History, no. 218. 90.",,,,,,,,,,,,,,,,,,,,,,p,,
Endophloeus porteri,Animalia,Arthropoda,Insecta,Coleoptera,Zopheridae,1,0,0,0,0,0,,Q,1988,2,Sweden,,,1,,,,,,,,,,,,p,,,,,,,,,,,
Endophyllum sempervivi,Fungi,Basidiomycota,Teliomycetes,Uredinales,Pucciniaceae,1,0,0,0,1,0,,C,1873,2,Germany,,Rabenhorst Fungi Europaei 1973,,,,,,,,,,,,,,,,,,,,,,,p,
Endria nebulosa,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,1,0,0,0,0,0,,A,1961,3,Germany,,"Remane R, 1961, Endria nebulosa (Ball), comb. nov. eine nearktische Zikade in Deutschland (Hom. Cicadina, Jassidae)., Nachr.bl. Bayer. Entomol. , 10, 73-98",1,,,,,,,,,,,,p,,,,,,,,,,,
Endrosis sarcitrella,Animalia,Arthropoda,Insecta,Lepidoptera,Oecophoridae,1,0,0,0,0,0,,A,1750,4,Sweden,,Lopez- Vaamonde et al (2010) Biorisk 4: 603-668,1,,,,,,,,,,,,,,,P,,,,,,,,
Engina mendicaria,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,0,0,1,0,0,0,,A,2001,2,Israel,,"Mienis, H.K., 2004. New data concerning the presence of Lessepsian and other Indo-Pacific migrants among the molluscs in the Mediterranean Sea with emphasize on the situation in Israel. pp. 117-131. In: B.Ozturk & A.Salman (eds.). 1st National malacology.",,,,,,,,,,,,,,,,,,,p,,,,,
Enhydra lutris,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,1,0,0,0,0,0,,Q,1958,1,Russia,,Russian BioDat Database http://biodat.ru/db/intro/index_e.htm ,1,,,,,,,,,,,,,,,,,,,,,,p,
Enhydrosoma vicinum,Animalia,Arthropoda,Maxillopoda,Harpacticoida,Cletodidae,0,0,1,0,0,0,,A,1972,3,Egypt,,"Por, F.D., 1972. The benthic copepods of the Sirbonian Lagoon (Sabkhat el Bardawil). Rapp. P.-v. Reun. Commn int. Explor. scient. Mer Mediterr. 21(3): 113-116, figs. 1-3.",,,,,,,,,,,,,,,,,,,p,,,,,
Enneacanthus chaetodon,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,0,1,0,0,0,0,,Q,2002,3,Germany,,http://www.nobanis.org/NationalInfo.asp?countryID=DE&taxaID=5574,,,,,,,,,,,,,,,,,,,,,,,p,
Enochrus bicolor,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,1,0,0,0,0,0,,Q,2005,3,Portugal (Azores),,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406",1,,,,,,,,,,,,,,,,,,,,,,p,
Enoplium serraticorne,Animalia,Arthropoda,Insecta,Coleoptera,Cleridae,1,0,0,0,0,0,,Q,1990,2,Czech Republic,,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406",1,,,,,,,,,,,,,,,,,,,,,,p,
Ensiculus cultellus,Animalia,Mollusca,Bivalvia,Euheterodonta,Pharidae,0,0,1,0,0,0,,A,2008,2,Israel,,"Bogi, C. & Galil, B. S., 2009. Ensiculus cultellus (Mollusca: Bivalvia: Pharidae) a new Erythrean alien in the Mediterranean. Marine biodiversity Records, 2(1).JMBA2 6461.",,,,,,,,,,,,,,,,p,,,,,,,,
Ensis directus,Animalia,Mollusca,Bivalvia,Euheterodonta,Pharidae,0,0,1,0,0,0,HI,A,1978,2,Germany,,"Von Cosel, R., Dorjes, J. & Muhlenhardt-Siegel, U., 1982. Die amerikanische Schwertmuschel Ensis directus(Conrad) in der Deutschen Bucht. I. Zoogegraphis und Taxonomie im Vergleich mit den einheimischen Schwertmuschel-Arten. Senckenbergiana marit 14: 147-173.",,,,,,,,,,,,,,,,p,,,,,,s,,
Entaspidiotus lounsburyi,Animalia,Arthropoda,Insecta,Hemiptera,Diaspididae,1,0,0,0,0,0,,A,1999,3,Italy,,Pellizzari & Germain (2010) BioRisk 4: 475-510,1,,,,,,,,,,,,p,,,,,,,,,,,
Entoleuca mammata,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,1,0,0,0,1,0,,A,1941,3,Spain,,"Unamuno, P.L.M. 1941.Mem. Real Acad. Ci. Exact. Madrid 8: 1-403. ",,,,,,,,,,,,,p,,,,,,,,,,,
Entomobrya spectabilis,Animalia,Arthropoda,Entognatha,Collembola,Entomobryidae,1,0,0,0,0,0,,Q,1890,3,Finland,,"Reuter OM, 1890, Collembola in Caldariis viventia enumeravit vovasque species descripsit , Medd. Soc. Fauna Flora Fenn., , 17-28",1,,,,,,,,,,,,,,,,,,,,,p,,
Entyloma calendulae,Fungi,Basidiomycota,Exobasidiomycetes,Entylomatales,Entylomataceae,1,0,0,0,1,0,,A,1875,2,Germany,,Kuehn Jul. Herbarium,,,,,,,,,,,,,p,,,,,,,,,,,
Entyloma compositarum,Fungi,Basidiomycota,Exobasidiomycetes,Entylomatales,Entylomataceae,1,0,0,0,1,0,,C,1926,2,Czech republic,,Fungi Moravici Baudys,,,,,,,,,,,,,p,,,,,,,,,,,
Entyloma dahliae,Fungi,Basidiomycota,Exobasidiomycetes,Entylomatales,Entylomataceae,1,0,0,0,1,0,,A,1918,3,UK,,"Pethybridge, Gdnrs' Chron. 84, 1928, 393",,,,,,,,,,,,,p,,,,,,,,,,,
Entyloma fergussonii,Fungi,Basidiomycota,Exobasidiomycetes,Entylomatales,Entylomataceae,1,0,0,0,1,0,,C,1878,2,Denmark,,Thuemen Mycotheca Universalis 1712,,,,,,,,,,,,,p,,,,,,,,,,,
Entyloma fuscum,Fungi,Basidiomycota,Exobasidiomycetes,Entylomatales,Entylomataceae,1,0,0,0,1,0,,C,1880,2,Germany,,Herb. P. Magnus 76,,,,,,,,,,,,,p,,,,,,,,,,,
Entyloma gaillardianum,Fungi,Basidiomycota,Exobasidiomycetes,Entylomatales,Entylomataceae,1,0,0,0,1,0,,A,1948,3,Poland,,Nobanis Database,,,,,,,,,,,,,p,,,,,,,,,,,
Entyloma ludwigianum,Fungi,Basidiomycota,Exobasidiomycetes,Entylomatales,Entylomataceae,1,0,0,0,1,0,,C,1931,3,Germany,,Dr. H. Zillig Ustilagineen Europas 128,,,,,,,,,,,,,,,,,,,,,,,p,
Eocuma dimorphum,Animalia,Arthropoda,Malacostraca,Cumacea,Bodotriidae,0,0,1,0,0,0,,A,1992,3,Spain,,"Aguirrezabalaga, F., Garnacho, E., Martínez, J. & Arrarás., N., 1992. Control del Impacto Medioambiental producido por el Emisario Submarino de Zarautz.. Informe Técnico Inédito. Diputación Foral de Gipuzkoa. 161 pp.",,,,,,,,,,,,,,,,p,,,,,,,,
Eocuma rosae,Animalia,Arthropoda,Malacostraca,Cumacea,Bodotriidae,0,0,1,0,0,0,,A,2005,2,Israel,,"Corbera, J. & Galil, B.S., 2007. Colonisation of the eastern Mediterranean by Red Sea cumaceans, with the description of a new species. Scientia Marina 71(1): 29-36.",,,,,,,,,,,,,,,,,,,p,,,,,
Eocuma sarsii,Animalia,Arthropoda,Malacostraca,Cumacea,Bodotriidae,0,0,1,0,0,0,,A,1901,3,France,,"Walker, A.O., 1901. Contributions to the malacostracan fauna of the Mediterranean. J. Linn.  Soc. London, (Zool.) 28: 290-307.",,,,,,,,,,,,,,,,p,,,p,,,,,
Eomenacanthus stramineus,Animalia,Arthropoda,Insecta,Phthiraptera,Menoponidae,1,0,0,0,1,0,,A,1818,3,Germany,,Nitzsch (1818) Alag. der Ent. von Germar u. Zinken 3: 261-316. ,,,,,,,,,,,,,,,,,,,,,,,p,
Eophona migratoria,Animalia,Chordata,Aves,Passeriformes,Fringillidae,1,0,0,0,0,0,,Q,1992,2,Germany,,Bestandsaufnahme Und Bewertung Von Neozoen In Deutschland (2002),1,,,,,,,,,,p,,,,,,,,,,,,,
Eophona personata,Animalia,Chordata,Aves,Passeriformes,Fringillidae,1,0,0,0,0,0,,Q,1997,2,Germany,,Bestandsaufnahme Und Bewertung Von Neozoen In Deutschland (2002),,,,,,,,,,,p,,,,,,,,,,,,,
Eopineus pineoides,Animalia,Arthropoda,Insecta,Hemiptera,Adelgidae,1,0,0,0,0,0,,A,1969,2,UK,,,1,,,,,,,,,,,,p,,,,,,,,,,,
Eopineus strobus,Animalia,Arthropoda,Insecta,Hemiptera,Adelgidae,1,0,0,0,0,0,,A,1900,2,Czech Republic,,"Mifsud D, Coquempot C, Mühlethaler R, Wilson M, Streito J-C, 2010, Other Hemiptera Sternorrhyncha (Aleyrodidae, Phylooxeroidea, and Psylloidea) and Hemiptera Auchenorrhyncha., BioRisk, 4, 511-552",1,,,,,,,,,,,,p,,,,,,,,,,,
Eos bornea,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,1,0,0,0,0,0,,Q,1990,2,Spain,,"Lorenzo, J. A., (1993). Datos Preliminares Sobre Psitácidos Escapados De Cautividad En La Ciudad De Santa Cruz De Tenerife (Tenerife, Islas Canarias). Vieraea, 22: 119-125.",,,,,,,,,,,p,,,,,,,,,,,,,
Eotetranychus lewisi,Animalia,Arthropoda,Arachnida,Prostigmata,Tetranychidae,1,0,0,0,0,0,,A,1990,2,Portugal (Madeira),,"Carmona (1992) Boll. Sanid Veg., Plagas 18: 469–482",,,,,,,,,,,,,p,,,,,,,,,,,
Eotetranychus weldoni,Animalia,Arthropoda,Arachnida,Prostigmata,Tetranychidae,1,0,0,0,0,0,,A,2004,2,Serbia,,"Glavendekić et al. (2005) International Symposium ""Introduction and Spread of Invasive Species"",Conf. Plant Protec. Plant Health in Europe, Berlin.",,,,,,,,,,,,,p,,,,,,,,,,,
Epaphius secalis,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,1,0,0,0,0,0,,Q,1969,2,Iceland,,,1,,,,,,,,,,,,,,,,,,,,,,p,
Epauloecus unicolor,Animalia,Arthropoda,Insecta,Coleoptera,Anobiidae,1,0,0,0,0,0,,C,1861,2,Germany,,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406",1,,,,,,,,,,,,,,,,,,,,,,p,
Epermenia aequidentellus,Animalia,Arthropoda,Insecta,Lepidoptera,Epermeniidae,1,0,0,0,0,0,,A,2006,3,Portugal (Madeira),,Lopez- Vaamonde et al (2010) Biorisk 4: 603-668,1,,,,,,,,,,,,,,,,,,,,,,p,
Ephestia elutella,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,1,0,0,0,0,0,,C,1796,3,Germany,,Lopez- Vaamonde et al (2010) Biorisk 4: 603-668,,,,,,,,,,,,,,,,,,,,,,,p,
Ephestia kuehniella,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,1,0,0,0,0,0,HI,A,1879,3,,,Lopez- Vaamonde et al (2010) Biorisk 4: 603-668,,,,,,,,,,,,,,,,,,,,,,,p,
Ephestia parasitella,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,1,0,0,0,0,0,,A,,,,,,1,,,,,,,,,,,,,,,,,,,,,,p,
Ephestia unicolorella,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,1,0,0,0,0,0,,A,,4,Netherlands,,,1,,,,,,,,,,,,,,,,,,,,,,p,
Ephialtes spatulatus,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,1,0,0,0,1,0,,A,1987,3,Sweden,,Hedstrom (1987) Entomologisk Tidskrift 108: 149-158,,,,,,,,,,,,,,,,,,,,,,,p,
Ephippigerida nigromarginata,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,1,0,0,0,0,0,,A,1953,2,France,,"Rasplus J-Y & Roques A, 2010, Dictyoptera (Blattodea, Isoptera), Orthoptera, Phasmatodea and Dermaptera., BioRisk, 4, 807-831",1,,,,,,,,,,,,p,,,,,,,,,,,
Ephippiodera latipons,Animalia,Nematoda,Secernentea,Tylenchida,Heteroderidae,1,0,0,0,0,0,,A,1969,2,Bulgaria,,Franklin M.T. (1969)  Nematologica 15(4): 535-542.,,,,,,,,,,,,,,,,,,,,,,,p,
Ephistemus globulus,Animalia,Arthropoda,Insecta,Coleoptera,Cryptophagidae,1,0,0,0,0,0,,A,,,,,,1,,,,,,,,,,,,,,,,,,,,,,p,
Epibelonium gaeumannii,Fungi,Ascomycota,Dothideomycetes,Incertae sedis,Saccardiaceae,1,0,0,0,0,0,,Q,1963,3,France,,Müller E. 1963 Phytopathol. Z. 47(3),,,,,,,,,,,,,,,,,,,,,,,p,
Epichloë typhina,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,1,0,0,0,1,0,,C,1879,2,Italy,,Saccardo Mycotheca Veneta 1585,,,,,,,,,,,,,,,,,,,,,,,p,
Epichoristodes acerbella,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,1,0,0,0,0,0,HI,A,1960,2,Denmark,,Fjelddalen (1965) Gartneryrket 55: 340-342.,,,,,,,,,,,,,p,,,,,,,,,,,
Epidermoptes bilobatus ,Animalia,Arthropoda,Arachnida,Astigmata,Epidermoptidae,1,0,0,0,1,0,,A,1948,3,Czech Republic,,Jírovec (1948) Parasitologie pro zvěrolékaře. ČAVU Praha,,,,,,,,,,,,,p,,,,,,,,,,,
Epidiplosis filifera,Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,1,0,0,0,0,0,,A,1977,2,Lithuania,,Spungis (2003) Latvijas Entomologs 40: 5–11,,,,,,,,,,,,,,,,,,,,,,,p,
Epilobium ciliatum,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Onagraceae,0,1,0,0,0,0,HI,A,1500,3,Italy,,http://www.europe-aliens.org/speciesFactsheet.do?speciesId=9681#,,,,,,,,,,,,,,,,,,,,,,p,,
Epilobium ciliatum ssp. ciliatum,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Onagraceae,0,1,0,0,0,0,,Q,1994,3,Norway,,http://www.nobanis.org/NationalInfo.asp?countryID=NO&taxaID=14154,,,,,,,,,,,,,,,,,,,,,,,p,
Epilobium ciliatum x montanum,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Onagraceae,0,1,0,0,0,0,,Q,1950,3,Austria,"1950, 2000",http://www.nobanis.org/NationalInfo.asp?countryID=AT&taxaID=12161,,,,,,,,,,,,,,,,,,,,,,,p,
Epilobium ciliatum x obscurum,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Onagraceae,1,1,0,0,0,0,,Q,1950,3,Austria,"1950, 1979",http://www.nobanis.org/NationalInfo.asp?countryID=AT&taxaID=12162,,,,,,,,,,,,,,,,,,,,,,,p,
Epilobium ciliatum x palustre,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Onagraceae,0,1,0,0,0,0,,Q,1950,3,Austria,"1950, 1998",http://www.nobanis.org/NationalInfo.asp?countryID=AT&taxaID=12163,,,,,,,,,,,,,,,,,,,,,,,p,
Epilobium ciliatum x parviflorum,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Onagraceae,0,1,0,0,0,0,,Q,1950,3,Austria,"1950, 1987",http://www.nobanis.org/NationalInfo.asp?countryID=AT&taxaID=12164,,,,,,,,,,,,,,,,,,,,,,,p,
Epilobium ciliatum x roseum,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Onagraceae,0,1,0,0,0,0,,Q,1950,3,Austria,"1950, 1987",http://www.nobanis.org/NationalInfo.asp?countryID=AT&taxaID=12165,,,,,,,,,,,,,,,,,,,,,,,p,
Epilobium ciliatum x tetragonum,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Onagraceae,0,1,0,0,0,0,,Q,1950,3,Austria,"1950, 2002",http://www.nobanis.org/NationalInfo.asp?countryID=AT&taxaID=12166,,,,,,,,,,,,,,,,,,,,,,,p,
Epilobium hirsutum,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Onagraceae,1,1,0,0,0,0,,A,1744,2,Sweden,< 1744,http://www.nobanis.org/NationalInfo.asp?countryID=SE&taxaID=2751,1,,,,,,p,,,,,,,,,,,,,,,,,
Epilobium pseudorubescens,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Onagraceae,1,1,0,0,0,0,,A,1959,2,Russia,,http://www.nobanis.org/NationalInfo.asp?countryID=RU&taxaID=8659,,,,,,,,,,,,,,,,,,,,,,p,,
Epilobium roseum,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Onagraceae,1,1,0,0,0,0,,A,1779,2,Sweden,< 1779,http://www.nobanis.org/NationalInfo.asp?countryID=SE&taxaID=9876,1,,,,,,p,,,,,,,,,,,,,,,,,
Epilobium tetragonum,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Onagraceae,1,1,0,0,0,0,,A,1792,2,Sweden,< 1792,http://www.nobanis.org/NationalInfo.asp?countryID=SE&taxaID=2752,1,,,,,,p,,,,,,,,,,,,,,,,,
Epinephelus coioides,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,0,0,1,0,0,0,,A,1966,2,Israel,,"Ben Tuvia, A. & Lourie, A., 1969. A Red Sea grouper Epinephelus tauvina caught on  the Mediterranean coast of Israel. Israel Journal of Zoology 18, 245-247.",,,,,,,,,,,,,,,,,,,p,,,,,
Epinephelus fasciatus,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,0,0,1,0,0,0,,A,2011,2,Lebanon,,"Bariche, M. & Heemstra, P., 2012. First record of the blacktip grouper Epinephelus fasciatus (Teleostei: Serranidae) in the Mediterranean Sea. Marine Biodiversity Records, page 1 of 3. # Marine Biological Association of the United Kingdom, 2012 doi:10.1017/S",,,,,,,,,,,,,,,,p,,,p,,,,,
Epinephelus malabaricus,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,0,0,1,1,0,0,,A,1966,2,Israel,,"Ben Tuvia, A. & Lourie, A., 1969. A Red Sea grouper Epinephelus tauvina caught on  the Mediterranean coast of Israel. Israel Journal of Zoology 18, 245-247.",,,,,,,,,,,,,,,,,,,p,,,,,
Epinephelus merra,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,0,0,1,0,0,0,,A,2004,2,France,,"Lelong, P., 2005. Capture d’un macabit, Epinephelus merra Bloch, 1793 (Poisson, Serranidae), en Mediterranee nord-occidentale. Marine Life 15(1-2): 63–66.",,,,,p,,,,,,,,,,,,,,,,,,,
Epinotia algeriensis,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,1,0,0,0,0,0,,A,1991,3,France,,Lopez- Vaamonde et al (2010) Biorisk 4: 603-668,,,,,,,,,,,,,p,,,,,,,,,,,
Epinotia cedricida,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,1,0,0,0,0,0,,A,1968,,France,,Lopez- Vaamonde et al (2010) Biorisk 4: 603-668,,,,,,,,,,,,,p,,,,,,,,,,,
Epiphyas postvittana,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,1,0,0,0,0,0,HI,A,1911,3,UK,,Lopez- Vaamonde et al (2010) Biorisk 4: 603-668,,,,,,,,,,,,,p,,,,,,,,,,,
Epistomaroides punctatus,Chromista,Foraminifera,Polythalamea,Rotaliida,Alfredinidae,0,0,1,0,0,0,,A,2005,2,Israel,,"Almogi-Labin, A. & Hyams-Kaphazan, O., 2012. Epistomaroides punctatus (Said, 1949) - a new alien foraminifera found at Akhziv-Rosh HaNikra, northern Israel, eastern Mediterranean Sea. Mediterranean Marine Science, 13 (2): 294-296.",,,,,,,,,,,,,,,,,,,p,,,,,
Epitrimerus cupressi,Animalia,Arthropoda,Arachnida,Acariformes,Eriophyidae,1,0,0,0,0,0,,A,1986,3,France,,Guttierez et al (1986) Phytoma 376: 47-48,,,,,,,,,,,,,p,,,,,,,,,,,
